record_id,equipment_id,equipment_type,operating_hours,engine_temperature_C,vibration_level,oil_pressure_bar,fuel_rate_L_per_hr,load_tons,ambient_temperature_C,failure
2580,EQ0151,Drill,9385,95.91,0.27,2.99,32.98,125.4,22.84,1
2581,EQ0114,Crusher,3045,93.06,0.46,3.14,37.54,112.9,24.57,0
2582,EQ0066,Haul Truck,6865,95.98,0.538,2.51,45.96,78.7,29.69,0
2583,EQ0105,Loader,2574,105.3,0.768,3.71,42.55,168.8,25.28,1
2584,EQ0085,Haul Truck,6887,94.0,0.56,2.81,38.2,119.3,42.16,0
2585,EQ0002,Crusher,8892,85.7,0.594,2.95,34.8,125.5,33.58,0
2586,EQ0193,Crusher,9452,93.71,0.675,2.92,42.53,182.3,28.1,1
2587,EQ0075,Haul Truck,4699,91.28,0.355,2.11,53.66,99.5,30.21,1
2588,EQ0067,Haul Truck,6374,106.39,0.475,3.5,32.79,139.7,13.87,0
2589,EQ0180,Haul Truck,4413,104.37,0.864,2.52,55.29,96.2,35.39,0
2590,EQ0190,Crusher,2318,95.86,0.488,2.88,49.6,129.6,31.07,0
2591,EQ0151,Excavator,1252,84.77,0.667,3.3,50.95,126.0,27.56,0
2592,EQ0154,Haul Truck,156,85.19,0.645,3.73,42.47,143.7,31.4,0
2593,EQ0196,Loader,9496,95.12,0.278,2.46,49.37,156.2,32.13,1
2594,EQ0055,Crusher,243,97.69,0.547,2.78,31.93,102.6,25.5,0
2595,EQ0006,Drill,7318,92.0,0.522,3.69,34.66,162.5,30.28,0
2596,EQ0163,Drill,8659,91.16,0.549,3.23,46.13,164.6,34.29,0
2597,EQ0150,Loader,9774,90.26,0.387,3.34,42.37,112.5,30.73,0
2598,EQ0171,Excavator,6461,94.81,0.332,2.47,38.81,119.8,26.48,1
2599,EQ0143,Haul Truck,715,75.94,0.429,2.81,19.98,105.2,29.78,0
2600,EQ0086,Crusher,8162,86.19,0.485,2.92,36.52,110.8,36.29,0
2601,EQ0060,Haul Truck,6077,89.98,0.678,2.57,30.61,83.9,32.7,0
2602,EQ0101,Crusher,9880,104.66,0.773,2.16,43.95,143.3,21.02,1
2603,EQ0012,Drill,7084,88.49,0.709,2.74,38.47,58.5,31.52,0
2604,EQ0049,Haul Truck,8990,96.44,0.629,3.68,34.97,99.1,30.72,0
2605,EQ0042,Loader,5071,96.81,0.349,3.03,61.14,118.6,34.98,1
2606,EQ0166,Excavator,5881,105.38,0.439,3.69,48.31,159.0,28.2,0
2607,EQ0082,Loader,1044,105.1,0.531,3.09,48.45,103.6,25.78,0
2608,EQ0173,Excavator,9214,94.54,0.405,2.62,57.62,132.8,19.79,1
2609,EQ0035,Haul Truck,7178,91.2,0.587,3.64,46.42,117.6,23.83,0
2610,EQ0158,Haul Truck,1846,89.69,0.608,3.11,33.83,148.4,35.25,0
2611,EQ0158,Excavator,5883,93.07,0.58,3.48,32.9,131.3,29.19,0
2612,EQ0134,Drill,9851,91.53,0.654,2.47,47.72,144.9,27.4,1
2613,EQ0067,Crusher,7007,99.43,0.364,3.52,23.53,103.5,35.77,0
2614,EQ0080,Loader,9375,98.36,0.64,3.53,39.38,89.6,34.54,0
2615,EQ0007,Loader,8725,99.73,0.396,3.14,22.63,131.0,23.59,0
2616,EQ0180,Loader,3026,105.07,0.359,2.6,40.79,105.4,35.21,0
2617,EQ0014,Haul Truck,1189,109.9,0.58,2.98,46.83,120.9,18.05,1
2618,EQ0073,Loader,3057,96.0,0.682,3.31,42.24,129.5,30.76,0
2619,EQ0143,Crusher,2712,103.8,0.573,3.12,47.5,157.3,30.05,1
2620,EQ0149,Crusher,6147,92.19,0.503,3.3,55.72,143.6,34.9,1
2621,EQ0163,Excavator,6349,104.48,0.547,3.51,38.85,99.6,30.29,0
2622,EQ0066,Haul Truck,3859,103.49,0.52,2.68,62.46,85.6,26.53,0
2623,EQ0091,Crusher,7818,103.07,0.331,2.42,41.7,171.2,27.01,1
2624,EQ0130,Drill,4363,95.75,0.314,2.98,47.59,72.5,44.16,0
2625,EQ0163,Haul Truck,2002,89.65,0.488,2.84,35.11,106.4,28.5,1
2626,EQ0020,Haul Truck,2667,83.84,0.512,3.39,52.95,139.4,31.58,0
2627,EQ0010,Crusher,8175,94.68,0.502,2.46,48.33,169.2,15.87,0
2628,EQ0025,Drill,3094,107.26,0.601,3.51,51.77,114.3,23.04,1
2629,EQ0194,Excavator,5329,92.52,0.468,3.68,40.44,120.8,31.11,0
2630,EQ0025,Crusher,2110,101.28,0.584,3.0,29.96,93.7,18.31,0
2631,EQ0054,Drill,7477,101.75,0.478,3.03,43.68,123.8,31.3,0
2632,EQ0033,Haul Truck,930,92.73,0.774,2.62,26.42,85.5,23.65,0
2633,EQ0164,Drill,148,105.53,0.512,2.73,37.31,97.5,21.8,0
2634,EQ0095,Haul Truck,4310,71.73,0.851,2.8,41.53,142.9,23.63,0
2635,EQ0014,Crusher,1278,85.22,0.553,3.72,59.02,107.0,37.17,0
2636,EQ0065,Crusher,5868,87.67,0.468,2.96,42.55,147.5,30.0,0
2637,EQ0110,Loader,7978,88.44,0.365,2.34,41.12,115.4,22.54,1
2638,EQ0080,Loader,170,97.69,0.284,3.13,39.5,78.9,32.65,0
2639,EQ0054,Loader,7786,97.32,0.351,3.41,29.26,155.1,32.98,0
2640,EQ0125,Crusher,7979,98.15,0.368,2.99,40.69,80.5,25.71,1
2641,EQ0180,Excavator,5555,99.77,0.559,3.73,40.82,101.9,33.76,0
2642,EQ0131,Crusher,8358,87.4,0.421,3.39,32.25,114.0,34.04,1
2643,EQ0169,Drill,5712,85.25,0.528,2.48,30.51,150.2,33.11,0
2644,EQ0134,Crusher,5869,98.17,0.692,2.72,36.15,104.2,23.96,0
2645,EQ0025,Crusher,1877,89.96,0.487,3.11,40.52,92.2,20.93,0
2646,EQ0141,Haul Truck,7480,82.44,0.812,2.17,36.34,124.9,17.84,0
2647,EQ0117,Haul Truck,2328,102.77,0.324,3.17,31.59,113.6,24.07,1
2648,EQ0136,Haul Truck,8904,106.16,0.477,2.12,42.31,106.0,25.79,1
2649,EQ0149,Crusher,9914,107.46,0.419,3.51,44.31,126.5,26.28,1
2650,EQ0196,Excavator,8988,96.5,0.64,3.45,40.97,83.9,27.72,1
2651,EQ0025,Drill,6846,100.01,0.164,3.25,35.5,68.3,38.4,0
2652,EQ0079,Drill,6491,105.96,0.284,2.66,44.76,184.2,25.96,0
2653,EQ0068,Excavator,9529,89.87,0.484,3.09,38.48,123.1,27.71,0
2654,EQ0173,Excavator,2506,103.89,0.733,2.74,30.49,125.2,17.09,1
2655,EQ0188,Drill,8540,97.2,0.534,2.48,48.29,96.5,41.37,1
2656,EQ0012,Loader,737,102.31,0.297,2.83,42.83,146.9,20.1,0
2657,EQ0032,Haul Truck,8190,96.49,0.32,3.35,39.05,104.0,23.76,0
2658,EQ0128,Haul Truck,1049,105.37,0.751,3.02,27.43,36.4,32.17,0
2659,EQ0096,Drill,3687,96.79,0.407,3.73,34.04,103.0,29.48,0
2660,EQ0092,Excavator,1211,83.13,0.359,3.38,56.15,111.6,37.86,0
2661,EQ0141,Loader,8467,106.62,0.722,3.33,27.93,114.9,32.32,0
2662,EQ0031,Drill,822,87.42,0.652,2.2,37.99,114.0,27.51,0
2663,EQ0078,Haul Truck,3942,105.02,0.691,2.86,39.87,100.7,34.26,0
2664,EQ0020,Crusher,3774,94.28,0.357,2.47,42.56,97.8,34.97,1
2665,EQ0146,Excavator,4966,104.41,0.271,2.91,28.02,111.1,24.04,0
2666,EQ0060,Crusher,802,104.08,0.52,2.65,41.39,70.6,33.78,0
2667,EQ0191,Drill,2228,98.44,0.55,2.81,26.51,61.3,26.67,0
2668,EQ0134,Haul Truck,9218,99.07,0.555,3.53,40.78,122.9,27.38,0
2669,EQ0160,Loader,4333,98.38,0.722,3.24,34.78,123.4,28.86,1
2670,EQ0093,Crusher,2617,78.89,0.24,3.5,33.07,146.4,25.72,0
2671,EQ0043,Loader,1249,95.95,0.629,2.2,46.68,112.3,25.39,0
2672,EQ0130,Haul Truck,1978,86.07,0.336,3.03,38.12,84.2,33.91,0
2673,EQ0060,Crusher,9545,96.37,0.628,3.48,43.79,61.8,18.83,1
2674,EQ0151,Loader,9775,85.86,0.429,3.75,44.05,93.3,21.63,0
2675,EQ0031,Loader,409,85.52,0.378,2.23,50.16,132.7,32.05,0
2676,EQ0005,Crusher,4052,107.84,0.409,2.82,30.33,163.2,27.56,0
2677,EQ0162,Haul Truck,7828,103.56,0.283,3.52,47.35,121.6,33.95,0
2678,EQ0010,Loader,3149,94.97,0.506,2.9,40.13,83.6,30.15,0
2679,EQ0089,Drill,5866,96.48,0.384,2.54,36.98,93.6,20.0,0
2680,EQ0130,Crusher,9856,93.02,0.618,2.23,30.81,94.5,28.38,0
2681,EQ0126,Excavator,9792,99.56,0.596,2.53,44.85,107.8,31.21,0
2682,EQ0011,Excavator,6512,89.59,0.753,2.16,32.62,153.6,29.4,0
2683,EQ0178,Haul Truck,4965,102.95,0.555,3.03,44.14,156.0,25.19,1
2684,EQ0159,Drill,115,92.98,0.578,3.45,55.42,114.8,26.36,0
2685,EQ0056,Loader,705,91.64,0.71,2.37,47.84,125.5,24.64,0
2686,EQ0083,Excavator,9673,95.17,0.406,3.13,51.13,96.1,20.05,0
2687,EQ0137,Haul Truck,5008,90.27,0.277,3.42,34.25,68.7,19.22,0
2688,EQ0099,Drill,8106,97.63,0.53,3.0,46.1,173.7,30.34,0
2689,EQ0149,Drill,9186,90.7,0.287,2.19,30.85,50.3,22.77,1
2690,EQ0073,Haul Truck,9859,98.75,0.868,3.19,38.13,64.9,31.45,1
2691,EQ0156,Haul Truck,6512,104.73,0.718,2.97,53.93,173.9,24.43,0
2692,EQ0190,Loader,8705,89.25,0.825,2.92,35.14,120.5,20.12,1
2693,EQ0115,Haul Truck,4220,93.96,0.509,2.73,48.89,86.2,25.55,0
2694,EQ0007,Loader,8607,98.69,0.583,3.04,48.13,140.5,40.57,0
2695,EQ0080,Loader,4766,91.51,0.431,3.25,48.6,143.2,27.43,0
2696,EQ0144,Crusher,4920,98.71,0.632,4.2,29.86,80.0,31.88,0
2697,EQ0097,Drill,7935,99.44,0.318,3.06,44.2,104.0,29.01,0
2698,EQ0004,Drill,1949,103.67,0.119,3.76,38.75,146.3,19.57,0
2699,EQ0004,Drill,2053,90.15,0.381,3.18,48.71,95.5,36.69,0
2700,EQ0103,Crusher,8680,87.46,0.282,2.95,26.76,128.5,26.51,0
2701,EQ0040,Loader,2869,92.54,0.722,3.07,42.94,162.7,20.14,0
2702,EQ0017,Loader,3146,87.26,0.772,2.39,41.81,48.2,24.93,0
2703,EQ0101,Haul Truck,7694,99.52,0.29,3.15,24.08,109.8,26.76,0
2704,EQ0103,Crusher,6940,85.71,0.694,2.0,32.92,127.8,32.5,0
2705,EQ0124,Haul Truck,5166,113.66,0.643,2.57,25.36,66.2,23.92,0
2706,EQ0052,Crusher,2515,105.37,0.265,3.05,34.19,104.1,43.72,0
2707,EQ0052,Haul Truck,2489,95.1,0.441,3.6,44.39,151.3,22.38,1
2708,EQ0164,Excavator,6024,101.94,0.413,3.72,41.56,98.9,31.67,0
2709,EQ0124,Drill,8595,81.91,0.612,2.88,41.36,75.5,16.16,0
2710,EQ0166,Drill,863,115.19,0.316,3.08,31.68,153.9,27.26,0
2711,EQ0178,Loader,7641,90.28,0.485,3.49,48.96,133.3,30.2,0
2712,EQ0063,Excavator,915,94.04,0.397,2.34,39.85,117.9,21.28,0
2713,EQ0116,Drill,6355,80.15,0.571,3.2,40.27,117.0,36.99,0
2714,EQ0191,Loader,977,98.89,0.467,2.59,47.52,150.8,30.61,0
2715,EQ0062,Excavator,7273,86.15,0.42,2.91,32.07,128.8,26.09,0
2716,EQ0007,Drill,7173,95.81,0.468,2.77,41.83,139.4,30.54,0
2717,EQ0155,Haul Truck,4898,90.65,0.805,3.22,43.39,99.2,24.44,0
2718,EQ0092,Crusher,7089,86.38,0.437,3.28,35.64,62.5,35.51,0
2719,EQ0014,Excavator,5139,88.57,0.344,3.45,45.22,138.7,34.09,0
2720,EQ0199,Loader,9871,96.81,0.588,3.17,43.82,153.0,30.24,0
2721,EQ0086,Excavator,6424,84.75,0.478,3.09,39.19,113.3,31.67,0
2722,EQ0133,Loader,9495,89.01,0.288,3.93,38.94,146.6,19.14,1
2723,EQ0183,Excavator,2923,100.31,0.835,2.24,44.19,109.9,36.8,0
2724,EQ0130,Loader,5387,115.82,0.447,3.85,46.31,117.3,27.4,0
2725,EQ0062,Drill,3385,98.82,0.443,2.86,40.5,172.6,34.15,0
2726,EQ0149,Haul Truck,7533,87.66,0.524,3.29,48.96,111.3,32.5,0
2727,EQ0079,Drill,6274,92.06,0.76,2.84,45.27,109.5,34.06,0
2728,EQ0149,Haul Truck,4926,95.25,0.248,2.65,25.69,63.9,21.71,0
2729,EQ0138,Drill,3764,92.2,0.541,3.24,28.76,140.7,22.48,0
2730,EQ0058,Drill,597,102.22,0.813,3.52,49.46,98.7,41.49,1
2731,EQ0120,Excavator,7741,96.74,0.519,3.24,38.03,124.4,18.88,0
2732,EQ0167,Crusher,4743,102.26,0.315,2.73,41.31,110.5,21.41,0
2733,EQ0133,Loader,5156,92.48,0.407,4.81,49.11,106.6,28.26,0
2734,EQ0065,Loader,231,105.6,0.531,3.6,39.95,116.5,28.27,0
2735,EQ0013,Loader,5543,93.67,0.7,3.47,40.3,118.8,24.76,0
2736,EQ0181,Haul Truck,957,87.23,0.449,2.82,33.05,155.3,31.7,0
2737,EQ0082,Loader,8812,112.42,0.624,2.69,42.96,165.6,33.41,1
2738,EQ0173,Loader,8321,80.4,0.285,2.86,44.69,139.5,27.89,0
2739,EQ0160,Excavator,6247,89.09,0.283,3.54,35.38,158.1,26.39,0
2740,EQ0164,Drill,4704,89.98,0.428,2.5,32.62,145.6,27.87,0
2741,EQ0188,Loader,9552,115.07,0.716,2.47,61.01,134.8,25.02,1
2742,EQ0139,Crusher,1658,109.45,0.51,3.27,39.26,163.7,17.81,0
2743,EQ0191,Loader,115,106.95,0.543,3.16,34.53,80.7,29.81,0
2744,EQ0149,Haul Truck,3705,92.35,0.542,2.61,45.65,99.5,32.6,0
2745,EQ0052,Haul Truck,1707,114.41,0.666,2.45,39.59,95.4,27.08,0
2746,EQ0183,Haul Truck,6035,97.95,0.408,3.72,31.31,111.0,14.41,0
2747,EQ0117,Loader,2116,102.82,0.603,3.18,43.86,140.6,24.57,0
2748,EQ0026,Excavator,3674,96.44,0.375,2.32,33.18,86.5,33.43,1
2749,EQ0196,Crusher,7374,94.6,0.797,2.35,52.61,135.1,19.37,1
2750,EQ0034,Loader,3891,92.99,0.38,2.82,43.96,102.4,32.18,0
2751,EQ0052,Excavator,6506,93.32,0.368,3.37,37.78,109.6,25.33,0
2752,EQ0112,Excavator,1188,99.87,0.582,3.3,40.87,126.0,27.89,0
2753,EQ0082,Loader,1461,97.94,0.512,3.57,47.23,170.4,23.88,0
2754,EQ0180,Loader,4573,94.75,0.549,2.25,41.49,98.6,21.19,0
2755,EQ0157,Excavator,5394,107.08,0.534,3.11,56.98,117.6,36.61,0
2756,EQ0166,Excavator,7206,71.27,0.336,3.71,49.09,87.7,32.9,0
2757,EQ0042,Excavator,7419,99.08,0.742,3.67,43.9,98.3,31.87,1
2758,EQ0021,Loader,8767,100.74,0.634,3.18,32.5,87.4,33.45,1
2759,EQ0042,Excavator,9581,104.18,0.704,4.17,38.82,127.3,31.02,1
2760,EQ0141,Haul Truck,8620,94.48,0.421,3.3,43.83,132.8,33.66,1
2761,EQ0113,Loader,1286,96.66,0.562,3.52,33.42,140.6,24.02,0
2762,EQ0105,Haul Truck,3514,102.89,0.53,3.02,50.35,97.4,36.27,0
2763,EQ0192,Drill,5586,106.93,0.669,2.61,32.21,135.2,35.73,0
2764,EQ0017,Loader,3636,92.6,0.674,2.56,34.9,123.4,30.28,0
2765,EQ0120,Drill,1873,97.14,0.529,3.09,35.5,118.3,26.27,0
2766,EQ0137,Excavator,5515,108.43,0.272,2.89,45.95,82.8,20.66,1
2767,EQ0169,Excavator,2658,78.01,0.767,2.12,33.56,124.6,29.37,0
2768,EQ0129,Crusher,6007,89.48,0.583,2.49,25.6,125.5,38.11,0
2769,EQ0130,Excavator,5179,106.73,0.409,2.84,48.7,123.1,21.03,1
2770,EQ0060,Drill,9554,103.74,0.561,3.36,36.44,132.0,34.11,1
2771,EQ0048,Excavator,6824,99.18,0.273,2.99,31.45,140.8,25.17,0
2772,EQ0029,Loader,5520,91.41,0.658,2.96,33.96,87.1,25.68,0
2773,EQ0097,Excavator,3391,87.95,0.279,2.51,53.73,113.5,20.95,0
2774,EQ0010,Crusher,9310,90.27,0.467,3.01,34.74,135.5,23.49,0
2775,EQ0058,Excavator,3624,107.38,0.537,3.66,39.01,111.9,31.88,0
2776,EQ0188,Drill,3604,89.97,0.656,3.08,36.42,148.8,32.63,0
2777,EQ0021,Drill,9098,95.81,0.516,2.25,30.14,122.7,29.42,1
2778,EQ0028,Excavator,6089,88.97,0.595,2.37,34.06,61.4,25.0,0
2779,EQ0034,Drill,2766,101.74,0.496,3.29,29.59,145.2,21.38,0
2780,EQ0008,Drill,8696,90.69,0.495,2.89,47.65,116.5,28.37,0
2781,EQ0187,Crusher,7240,94.22,0.513,2.96,40.81,66.9,25.81,0
2782,EQ0200,Loader,8885,81.53,0.472,2.69,59.86,112.4,29.27,0
2783,EQ0177,Crusher,6995,82.09,0.247,3.25,34.33,81.9,26.07,0
2784,EQ0079,Haul Truck,4207,95.06,0.385,2.85,33.13,142.6,26.23,0
2785,EQ0145,Crusher,3380,84.4,0.537,2.91,52.27,118.9,28.95,1
2786,EQ0188,Excavator,2312,111.84,0.463,2.57,48.46,92.3,30.11,1
2787,EQ0087,Loader,8178,78.51,0.477,3.46,43.08,144.3,35.34,1
2788,EQ0088,Excavator,9834,88.6,0.451,2.89,31.09,133.8,25.98,0
2789,EQ0173,Haul Truck,7701,95.13,0.37,3.3,53.96,112.9,31.27,0
2790,EQ0069,Loader,713,92.08,0.426,2.4,39.42,82.6,38.82,0
2791,EQ0160,Drill,968,86.17,0.454,3.87,36.55,94.7,31.43,0
2792,EQ0172,Crusher,911,87.34,0.501,3.64,49.14,94.3,34.99,0
2793,EQ0193,Excavator,4962,87.07,0.559,2.05,39.82,142.4,24.28,0
2794,EQ0087,Haul Truck,4277,92.71,0.473,2.6,30.67,69.6,23.68,0
2795,EQ0101,Drill,1844,110.62,0.346,3.24,40.32,118.6,27.04,0
2796,EQ0008,Crusher,2356,95.62,0.29,2.34,33.75,112.5,27.68,0
2797,EQ0077,Drill,7712,104.46,0.89,2.93,15.93,151.1,34.42,0
2798,EQ0200,Crusher,8813,99.06,0.331,3.21,32.95,127.0,23.62,1
2799,EQ0087,Loader,7296,103.91,0.422,2.91,35.78,136.1,27.47,0
2800,EQ0043,Drill,5523,72.6,0.578,3.27,30.75,104.2,34.45,0
2801,EQ0129,Drill,5189,92.56,0.554,2.65,44.6,83.1,29.29,0
2802,EQ0109,Drill,6708,105.46,0.578,1.88,33.78,110.2,27.94,0
2803,EQ0179,Loader,9817,90.43,0.434,3.49,43.83,143.3,29.43,0
2804,EQ0152,Haul Truck,1569,109.1,0.536,3.49,30.13,143.2,21.23,0
2805,EQ0152,Crusher,2775,106.87,0.509,4.25,47.27,107.1,21.14,0
2806,EQ0017,Drill,1613,91.25,0.453,1.9,29.79,94.2,18.47,1
2807,EQ0133,Loader,4976,90.97,0.537,3.38,21.27,88.3,29.24,0
2808,EQ0148,Haul Truck,1551,86.89,0.658,2.02,49.9,115.9,33.51,0
2809,EQ0021,Crusher,4754,89.96,0.497,3.88,33.15,124.1,32.59,1
2810,EQ0058,Loader,3107,85.14,0.498,3.24,54.06,164.2,34.86,0
2811,EQ0159,Crusher,3224,98.43,0.66,2.52,44.52,123.7,36.73,0
2812,EQ0110,Drill,1853,83.35,0.644,3.39,46.32,138.4,28.87,0
2813,EQ0139,Haul Truck,1712,99.83,0.738,2.72,48.36,96.6,27.61,1
2814,EQ0180,Loader,3375,100.02,0.237,3.15,40.9,121.3,36.86,0
2815,EQ0143,Haul Truck,8847,81.71,0.636,3.1,40.99,124.2,23.79,0
2816,EQ0135,Drill,2149,107.4,0.59,3.87,50.25,115.8,20.93,1
2817,EQ0028,Haul Truck,924,99.11,0.367,3.91,40.89,119.3,25.97,0
2818,EQ0051,Haul Truck,3130,101.0,0.538,2.7,34.17,123.8,25.27,0
2819,EQ0186,Excavator,1181,88.93,0.658,3.53,44.69,134.4,28.29,0
2820,EQ0005,Haul Truck,5399,99.98,0.376,3.18,23.09,155.1,22.9,0
2821,EQ0005,Crusher,592,104.01,0.566,2.29,50.56,52.0,30.22,0
2822,EQ0094,Loader,4864,94.21,0.631,2.65,50.72,153.4,24.59,0
2823,EQ0096,Excavator,7302,111.02,0.339,4.17,49.59,68.7,35.37,1
2824,EQ0008,Loader,8366,95.35,0.479,3.18,49.28,129.3,20.83,0
2825,EQ0064,Loader,3460,104.13,0.545,3.5,39.33,190.7,27.16,0
2826,EQ0138,Drill,8662,97.34,0.381,2.89,39.15,118.7,25.99,1
2827,EQ0038,Drill,4782,99.68,0.368,2.73,30.16,125.4,29.39,0
2828,EQ0111,Excavator,428,81.63,0.48,3.01,53.98,110.7,33.56,0
2829,EQ0112,Drill,9068,97.97,0.62,2.87,36.12,140.0,29.6,0
2830,EQ0081,Drill,4774,89.12,0.597,2.25,42.72,130.9,27.23,0
2831,EQ0136,Drill,4416,88.23,0.371,2.5,42.03,99.7,32.15,0
2832,EQ0104,Loader,9479,108.95,0.598,3.35,29.28,116.6,33.06,1
2833,EQ0153,Excavator,9795,93.29,0.375,2.81,26.04,86.4,29.62,0
2834,EQ0073,Loader,5903,86.97,0.258,3.01,40.04,116.4,30.33,0
2835,EQ0194,Crusher,3425,92.13,0.445,3.12,36.37,107.4,31.88,0
2836,EQ0178,Loader,8479,84.6,0.668,3.16,39.28,124.1,18.14,0
2837,EQ0195,Crusher,1314,106.47,0.598,3.57,48.52,98.7,25.9,0
2838,EQ0049,Haul Truck,7656,89.43,0.5,2.45,41.8,113.6,30.26,1
2839,EQ0036,Haul Truck,9401,99.23,0.437,3.29,46.07,120.3,26.25,0
2840,EQ0126,Crusher,8822,105.85,0.442,3.38,43.56,122.4,26.27,1
2841,EQ0068,Crusher,9362,91.0,0.516,3.49,37.47,128.2,30.25,0
2842,EQ0078,Loader,3236,99.26,0.34,2.29,31.99,114.8,30.39,0
2843,EQ0105,Crusher,9254,86.76,0.448,3.13,42.12,96.4,30.8,0
2844,EQ0169,Excavator,6718,114.57,0.468,3.86,40.67,122.5,23.25,0
2845,EQ0122,Haul Truck,5365,102.49,0.297,2.95,47.32,114.6,19.49,0
2846,EQ0119,Haul Truck,7189,93.46,0.374,3.24,38.79,150.7,32.83,0
2847,EQ0190,Crusher,8065,88.82,0.562,3.39,37.62,154.5,23.55,0
2848,EQ0114,Drill,9697,94.09,0.501,2.49,38.16,78.8,23.13,0
2849,EQ0010,Drill,8808,92.28,0.454,3.92,32.65,138.5,22.59,1
2850,EQ0149,Crusher,6669,110.62,0.363,3.25,51.58,144.5,34.91,0
2851,EQ0164,Excavator,1591,85.2,0.737,3.26,49.12,79.6,29.27,0
2852,EQ0140,Drill,5313,96.08,0.374,2.17,30.3,137.4,30.06,0
2853,EQ0091,Crusher,4328,94.85,0.538,3.4,46.43,146.9,32.14,0
2854,EQ0002,Excavator,7608,94.06,0.427,3.25,25.24,91.5,27.75,0
2855,EQ0118,Excavator,4509,94.13,0.505,3.81,47.88,112.9,34.08,0
2856,EQ0013,Loader,690,94.07,0.569,2.84,34.43,125.6,20.82,0
2857,EQ0181,Excavator,7479,101.98,0.294,2.51,42.88,137.1,21.49,0
2858,EQ0160,Drill,9835,99.87,0.499,2.66,24.56,90.3,21.16,0
2859,EQ0095,Drill,3156,98.35,0.679,2.75,30.41,154.7,30.53,0
2860,EQ0144,Crusher,2306,70.73,0.764,2.44,43.75,59.1,31.04,0
2861,EQ0032,Crusher,2808,97.4,0.48,3.65,34.39,159.7,25.16,0
2862,EQ0032,Excavator,6081,81.75,0.506,3.66,33.28,136.5,26.61,0
2863,EQ0124,Haul Truck,5822,100.17,0.832,2.9,51.17,101.3,35.61,0
2864,EQ0011,Loader,847,106.8,0.67,2.8,57.69,145.9,23.83,0
2865,EQ0010,Haul Truck,9092,87.59,0.407,2.09,47.5,88.6,29.77,1
2866,EQ0015,Excavator,6653,92.91,0.407,3.35,31.26,123.4,23.89,0
2867,EQ0017,Excavator,1597,90.21,0.643,3.83,54.11,127.2,34.58,0
2868,EQ0168,Haul Truck,1479,104.88,0.348,2.68,27.51,127.1,31.77,0
2869,EQ0146,Loader,8971,95.76,0.663,2.94,37.56,94.8,19.61,0
2870,EQ0183,Haul Truck,7460,108.83,0.55,3.22,40.44,105.1,26.44,0
2871,EQ0153,Crusher,3870,98.31,0.578,3.86,55.39,123.8,15.53,0
2872,EQ0059,Drill,3442,96.94,0.461,3.1,47.3,98.2,33.4,0
2873,EQ0078,Crusher,9188,95.55,0.406,3.1,36.29,128.1,40.28,0
2874,EQ0124,Drill,1646,101.54,0.719,3.09,32.44,101.6,14.92,0
2875,EQ0114,Excavator,3226,81.1,0.463,2.29,48.02,150.0,19.44,0
2876,EQ0022,Loader,5989,95.68,0.438,2.28,35.73,166.9,29.0,0
2877,EQ0158,Haul Truck,6308,94.44,0.488,2.6,41.73,111.1,27.89,0
2878,EQ0172,Loader,8975,100.8,0.529,3.51,29.04,147.6,25.53,1
2879,EQ0032,Haul Truck,1395,93.5,0.345,2.83,44.55,113.6,17.57,1
2880,EQ0179,Crusher,1485,86.69,0.415,2.74,43.91,91.9,29.94,0
2881,EQ0174,Crusher,1042,95.06,0.407,2.73,30.07,107.2,33.33,0
2882,EQ0113,Haul Truck,3380,86.34,0.627,2.93,48.25,122.6,45.08,0
2883,EQ0120,Loader,1133,79.6,0.367,3.85,44.44,66.4,35.84,0
2884,EQ0149,Haul Truck,2886,100.82,0.237,2.92,45.92,138.8,20.21,0
2885,EQ0122,Excavator,2333,99.63,0.205,2.61,36.97,122.6,27.93,0
2886,EQ0032,Crusher,1720,98.74,0.279,3.01,41.43,150.0,31.55,0
2887,EQ0119,Excavator,3635,105.42,0.704,3.88,40.51,138.2,23.87,1
2888,EQ0039,Crusher,3305,89.68,0.502,2.75,38.81,123.6,32.68,0
2889,EQ0012,Crusher,2982,83.55,0.575,2.41,41.36,109.3,32.22,0
2890,EQ0175,Drill,270,94.44,0.58,2.75,50.05,165.7,35.42,1
2891,EQ0018,Excavator,8240,92.22,0.508,3.06,48.6,185.1,32.81,0
2892,EQ0149,Excavator,9845,88.26,0.489,3.34,30.55,109.8,29.71,0
2893,EQ0141,Drill,3997,94.36,0.657,3.5,47.88,151.3,24.17,0
2894,EQ0149,Loader,9887,90.11,0.522,2.48,49.53,98.8,20.24,0
2895,EQ0126,Excavator,9915,80.31,0.71,2.52,38.79,102.4,29.31,0
2896,EQ0136,Haul Truck,4222,91.47,0.593,2.84,44.07,108.4,25.58,0
2897,EQ0046,Drill,5209,85.91,0.407,3.34,43.95,140.5,26.16,0
2898,EQ0104,Excavator,9383,96.85,0.425,2.37,33.2,87.8,34.73,0
2899,EQ0135,Loader,2937,89.75,0.391,2.7,36.94,166.5,36.21,0
2900,EQ0151,Excavator,8699,103.89,0.683,2.7,46.01,148.1,20.59,0
2901,EQ0086,Crusher,5328,107.83,0.439,3.47,36.03,139.8,26.74,0
2902,EQ0150,Haul Truck,4269,100.44,0.38,3.26,47.8,111.2,25.4,0
2903,EQ0089,Drill,6821,82.59,0.548,3.45,50.44,144.9,29.89,0
